attempt_id,student_id,topic_id,quiz_score,recent_quiz_score,historical_topic_score,attempts_count,total_time_spent,prerequisite_completion_rate,score_trend,engagement_frequency,topic_difficulty_numeric,target_struggling,timestamp
9129,406,3,78.5,56.87,69.0,2,279,1.0,-12.13,7,2,0,2026-01-28 17:00:00
9130,406,3,57.9,72.53,70.36,3,392,1.0,2.18,8,2,1,2026-01-29 20:00:00
9131,406,4,54.7,59.23,68.8,1,176,1.0,-9.57,9,2,1,2026-01-31 13:00:00
9132,406,5,35.3,63.7,67.23,1,163,0.0,-3.53,10,3,1,2026-02-01 18:00:00
9133,406,5,72.9,49.3,64.04,2,298,0.0,-14.74,11,3,0,2026-02-02 04:00:00
9134,406,6,98.5,54.3,64.85,1,131,1.0,-10.55,12,1,0,2026-02-02 22:00:00
9135,406,7,52.1,68.9,67.65,1,160,1.0,1.25,13,2,1,2026-02-04 04:00:00
9136,406,7,85.2,74.5,66.45,2,339,1.0,8.05,13,2,0,2026-02-05 02:00:00
9137,406,7,65.8,78.6,67.79,3,498,1.0,10.81,12,2,1,2026-02-06 12:00:00
9138,406,8,43.6,67.7,67.66,1,183,1.0,0.04,12,2,1,2026-02-07 13:00:00
9139,406,8,99.6,64.87,66.16,2,304,1.0,-1.29,13,2,0,2026-02-08 05:00:00
9140,406,8,32.1,69.67,68.12,3,427,1.0,1.54,14,2,1,2026-02-08 13:00:00
9141,406,9,38.7,58.43,66.12,1,116,1.0,-7.69,13,3,1,2026-02-10 03:00:00
9142,406,10,81.2,56.8,64.68,1,148,1.0,-7.88,14,2,0,2026-02-11 14:00:00
9143,406,11,66.0,50.67,65.5,1,143,1.0,-14.84,13,1,1,2026-02-13 06:00:00
9144,406,12,66.9,61.97,65.53,1,136,0.0,-3.56,13,2,1,2026-02-15 03:00:00
9145,406,12,82.6,71.37,65.59,2,292,0.0,5.78,12,2,0,2026-02-16 06:00:00
9146,406,12,63.6,71.83,66.33,3,456,0.0,5.5,13,2,1,2026-02-16 13:00:00
9147,406,13,34.0,71.03,66.22,1,109,1.0,4.82,12,2,1,2026-02-18 05:00:00
9148,406,13,74.2,60.07,64.93,2,237,1.0,-4.86,12,2,0,2026-02-19 20:00:00
9149,407,1,95.8,75.0,75.0,1,106,1.0,0.0,1,1,0,2026-01-16 23:00:00
9150,407,2,84.7,95.8,95.8,1,80,1.0,0.0,2,1,0,2026-01-17 15:00:00
9151,407,3,93.0,90.25,90.25,1,74,1.0,0.0,3,2,0,2026-01-18 16:00:00
9152,407,4,84.9,91.17,91.17,1,110,1.0,0.0,4,2,0,2026-01-18 20:00:00
9153,407,4,73.0,87.53,89.6,2,174,1.0,-2.07,5,2,0,2026-01-20 15:00:00
9154,407,5,60.7,83.63,86.28,1,83,1.0,-2.65,6,3,1,2026-01-22 05:00:00
9155,407,5,76.8,72.87,82.02,2,179,1.0,-9.15,7,3,0,2026-01-23 03:00:00
9156,407,6,98.5,70.17,81.27,1,78,1.0,-11.1,8,1,0,2026-01-24 03:00:00
9157,407,7,85.2,78.67,83.42,1,105,1.0,-4.76,9,2,0,2026-01-25 06:00:00
9158,407,8,69.8,86.83,83.62,1,78,1.0,3.21,10,2,1,2026-01-25 14:00:00
9159,407,9,78.3,84.5,82.24,1,118,0.0,2.26,11,3,0,2026-01-26 13:00:00
9160,407,10,75.5,77.77,81.88,1,87,1.0,-4.12,12,2,0,2026-01-27 09:00:00
9161,407,11,88.9,74.53,81.35,1,103,1.0,-6.82,13,1,0,2026-01-29 04:00:00
9162,407,12,88.2,80.9,81.93,1,104,1.0,-1.03,14,2,0,2026-01-30 17:00:00
9163,407,13,42.9,84.2,82.38,1,77,1.0,1.82,13,2,1,2026-02-01 05:00:00
9164,407,13,59.5,73.33,79.75,2,125,1.0,-6.41,13,2,1,2026-02-01 19:00:00
9165,407,13,57.8,63.53,78.48,3,222,1.0,-14.95,13,2,1,2026-02-02 02:00:00
9166,407,14,47.9,53.4,77.26,1,91,1.0,-23.86,14,3,1,2026-02-03 09:00:00
9167,407,15,65.4,55.07,75.63,1,101,1.0,-20.57,14,2,1,2026-02-04 05:00:00
9168,407,15,79.5,57.03,75.09,2,186,1.0,-18.06,15,2,0,2026-02-04 11:00:00
9169,407,15,56.8,64.27,75.32,3,267,1.0,-11.05,16,2,1,2026-02-04 20:00:00
9170,407,16,83.3,67.23,74.43,1,130,1.0,-7.2,16,3,0,2026-02-05 11:00:00
9171,407,17,65.8,73.2,74.84,1,60,1.0,-1.64,16,3,1,2026-02-06 05:00:00
9172,407,18,97.0,68.63,74.44,1,104,1.0,-5.81,16,3,0,2026-02-07 05:00:00
9173,407,18,78.9,82.03,75.38,2,182,1.0,6.65,15,3,0,2026-02-08 15:00:00
9174,407,18,32.5,80.57,75.52,3,265,1.0,5.04,15,3,1,2026-02-09 21:00:00
9175,407,19,59.0,69.47,73.87,1,83,1.0,-4.4,15,2,1,2026-02-10 23:00:00
9176,408,1,80.5,75.0,75.0,1,43,1.0,0.0,1,1,0,2026-01-19 03:00:00
9177,408,2,92.8,80.5,80.5,1,71,1.0,0.0,2,1,0,2026-01-20 23:00:00
9178,408,3,88.5,86.65,86.65,1,87,1.0,0.0,3,2,0,2026-01-21 19:00:00
9179,408,4,95.9,87.27,87.27,1,69,1.0,0.0,4,2,0,2026-01-22 05:00:00
9180,408,5,34.2,92.4,89.43,1,62,1.0,2.98,5,3,1,2026-01-22 14:00:00
9181,408,6,80.7,72.87,78.38,1,40,1.0,-5.51,6,1,0,2026-01-23 22:00:00
9182,408,7,89.1,70.27,78.77,1,70,1.0,-8.5,7,2,0,2026-01-24 03:00:00
9183,408,8,79.8,68.0,80.24,1,103,1.0,-12.24,8,2,0,2026-01-24 13:00:00
9184,408,9,89.8,83.2,80.19,1,52,1.0,3.01,9,3,0,2026-01-26 08:00:00
9185,408,9,85.7,86.23,81.26,2,104,1.0,4.98,10,3,0,2026-01-26 12:00:00
9186,408,10,46.3,85.1,81.7,1,48,1.0,3.4,11,2,1,2026-01-28 02:00:00
9187,408,11,96.3,73.93,78.48,1,50,1.0,-4.55,12,1,0,2026-01-29 06:00:00
9188,408,12,78.0,76.1,79.97,1,30,1.0,-3.87,13,2,0,2026-01-30 13:00:00
9189,408,13,35.7,73.53,79.82,1,68,1.0,-6.28,14,2,1,2026-02-01 05:00:00
9190,409,1,83.9,75.0,75.0,1,93,1.0,0.0,1,1,0,2026-01-08 17:00:00
9191,409,2,36.6,83.9,83.9,1,77,1.0,0.0,2,1,1,2026-01-10 03:00:00
9192,409,3,46.7,60.25,60.25,1,125,0.0,0.0,3,2,1,2026-01-11 22:00:00
9193,409,4,30.5,55.73,55.73,1,88,0.0,0.0,4,2,1,2026-01-12 10:00:00
9194,409,5,35.8,37.93,49.42,1,103,0.0,-11.49,5,3,1,2026-01-13 22:00:00
9195,409,5,38.9,37.67,46.7,2,242,0.0,-9.03,6,3,1,2026-01-14 22:00:00
9196,409,5,50.2,35.07,45.4,3,323,0.0,-10.33,7,3,1,2026-01-15 23:00:00
9197,409,6,69.5,41.63,46.09,1,79,1.0,-4.45,8,1,1,2026-01-17 04:00:00
9198,409,7,47.6,52.87,49.01,1,115,0.0,3.85,9,2,1,2026-01-19 00:00:00
9199,409,7,38.1,55.77,48.86,2,247,0.0,6.91,10,2,1,2026-01-20 15:00:00
9200,409,8,59.6,51.73,47.78,1,78,1.0,3.95,11,2,1,2026-01-21 11:00:00
9201,409,8,49.3,48.43,48.85,2,196,1.0,-0.42,12,2,1,2026-01-22 03:00:00
9202,409,8,68.9,49.0,48.89,3,317,1.0,0.11,12,2,1,2026-01-23 23:00:00
9203,409,9,45.0,59.27,50.43,1,68,0.0,8.84,12,3,1,2026-01-24 06:00:00
9204,409,10,48.9,54.4,50.04,1,125,1.0,4.36,13,2,1,2026-01-25 03:00:00
9205,409,11,39.1,54.27,49.97,1,127,0.0,4.3,14,1,1,2026-01-25 14:00:00
9206,409,11,66.8,44.33,49.29,2,230,0.0,-4.95,13,1,1,2026-01-27 07:00:00
9207,409,12,41.4,51.6,50.32,1,135,0.0,1.28,13,2,1,2026-01-28 15:00:00
9208,409,13,62.5,49.1,49.82,1,132,0.0,-0.72,13,2,1,2026-01-29 17:00:00
9209,409,13,60.5,56.9,50.49,2,244,0.0,6.41,13,2,1,2026-01-30 01:00:00
9210,409,14,37.7,54.8,50.99,1,100,0.0,3.81,14,3,1,2026-01-30 06:00:00
9211,409,15,48.8,53.57,50.36,1,90,0.0,3.21,15,2,1,2026-01-30 13:00:00
9212,409,15,40.0,49.0,50.29,2,199,0.0,-1.29,15,2,1,2026-01-31 05:00:00
9213,410,1,96.0,75.0,75.0,1,71,1.0,0.0,1,1,0,2026-02-01 06:00:00
9214,410,2,38.9,96.0,96.0,1,53,1.0,0.0,2,1,1,2026-02-02 15:00:00
9215,410,3,74.1,67.45,67.45,1,30,0.0,0.0,3,2,0,2026-02-03 10:00:00
9216,410,4,31.6,69.67,69.67,1,85,1.0,0.0,4,2,1,2026-02-04 17:00:00
9217,410,5,50.6,48.2,60.15,1,63,0.0,-11.95,5,3,1,2026-02-06 07:00:00
9218,410,6,77.0,52.1,58.24,1,52,1.0,-6.14,6,1,0,2026-02-06 15:00:00
9219,410,7,83.4,53.07,61.37,1,77,1.0,-8.3,7,2,0,2026-02-07 07:00:00
9220,410,8,99.1,70.33,64.51,1,90,1.0,5.82,8,2,0,2026-02-07 15:00:00
9221,410,9,82.7,86.5,68.84,1,30,1.0,17.66,9,3,0,2026-02-09 10:00:00
9222,410,9,76.6,88.4,70.38,2,98,1.0,18.02,10,3,0,2026-02-11 01:00:00
9223,410,10,78.5,86.13,71.0,1,31,1.0,15.13,11,2,0,2026-02-11 23:00:00
9224,410,11,77.1,79.27,71.68,1,69,0.5,7.58,12,1,0,2026-02-13 05:00:00
9225,410,12,83.6,77.4,72.13,1,62,1.0,5.27,13,2,0,2026-02-13 12:00:00
9226,410,13,77.6,79.73,73.02,1,72,1.0,6.72,13,2,0,2026-02-15 10:00:00
9227,410,14,88.0,79.43,73.34,1,50,1.0,6.09,14,3,0,2026-02-16 13:00:00
9228,410,15,66.3,83.07,74.32,1,30,1.0,8.75,14,2,1,2026-02-16 18:00:00
9229,410,15,73.9,77.3,73.82,2,80,1.0,3.48,14,2,0,2026-02-17 10:00:00
9230,410,15,30.1,76.07,73.82,3,148,1.0,2.24,15,2,1,2026-02-18 05:00:00
9231,410,16,89.3,56.77,71.39,1,80,1.0,-14.63,15,3,0,2026-02-19 16:00:00
9232,410,16,91.9,64.43,72.34,2,116,1.0,-7.9,13,3,0,2026-02-21 10:00:00
9233,410,16,84.7,70.43,73.32,3,196,1.0,-2.88,13,3,0,2026-02-22 12:00:00
9234,410,17,70.9,88.63,73.86,1,47,1.0,14.78,13,3,0,2026-02-24 11:00:00
9235,410,18,44.8,82.5,73.72,1,67,1.0,8.78,12,3,1,2026-02-26 10:00:00
9236,410,19,99.8,66.8,72.47,1,49,1.0,-5.67,13,2,0,2026-02-26 20:00:00
9237,410,19,95.3,71.83,73.6,2,112,1.0,-1.77,14,2,0,2026-02-27 03:00:00
9238,410,19,36.7,79.97,74.47,3,189,1.0,5.49,13,2,1,2026-02-28 17:00:00
9239,410,20,89.8,77.27,73.02,1,35,1.0,4.25,13,3,0,2026-03-01 20:00:00
9240,411,1,81.6,75.0,75.0,1,76,1.0,0.0,1,1,0,2026-01-14 13:00:00
9241,411,2,94.9,81.6,81.6,1,93,1.0,0.0,2,1,0,2026-01-15 20:00:00
9242,411,3,32.2,88.25,88.25,1,138,1.0,0.0,3,2,1,2026-01-16 13:00:00
9243,411,3,70.7,69.57,69.57,2,210,1.0,0.0,4,2,0,2026-01-17 04:00:00
9244,411,4,42.8,65.93,69.85,1,130,1.0,-3.92,5,2,1,2026-01-18 08:00:00
9245,411,5,61.4,48.57,64.44,1,130,0.0,-15.87,6,3,1,2026-01-18 16:00:00
9246,411,6,93.5,58.3,63.93,1,88,1.0,-5.63,7,1,0,2026-01-19 22:00:00
9247,411,6,88.2,65.9,68.16,2,172,1.0,-2.26,8,1,0,2026-01-21 10:00:00
9248,411,7,68.9,81.03,70.66,1,76,1.0,10.37,9,2,1,2026-01-22 05:00:00
9249,411,8,44.1,83.53,70.47,1,88,1.0,13.07,10,2,1,2026-01-23 04:00:00
9250,411,9,81.2,67.07,67.83,1,61,0.0,-0.76,11,3,0,2026-01-25 03:00:00
9251,411,10,50.2,64.73,69.05,1,88,1.0,-4.31,12,2,1,2026-01-25 07:00:00
9252,411,11,70.8,58.5,67.48,1,119,0.5,-8.98,13,1,0,2026-01-26 22:00:00
9253,411,12,73.7,67.4,67.73,1,77,1.0,-0.33,13,2,0,2026-01-28 20:00:00
9254,411,13,61.0,64.9,68.16,1,85,1.0,-3.26,14,2,1,2026-01-29 08:00:00
9255,411,14,70.8,68.5,67.68,1,55,0.5,0.82,13,3,0,2026-01-30 18:00:00
9256,411,14,58.8,68.5,67.88,2,152,0.5,0.62,13,3,1,2026-02-01 01:00:00
9257,411,14,83.3,63.53,67.34,3,247,0.5,-3.81,12,3,0,2026-02-01 20:00:00
9258,411,15,73.2,70.97,68.23,1,91,1.0,2.74,13,2,0,2026-02-02 05:00:00
9259,411,15,81.3,71.77,68.49,2,176,1.0,3.28,13,2,0,2026-02-03 18:00:00
9260,411,16,94.3,79.27,69.13,1,84,1.0,10.14,13,3,0,2026-02-04 22:00:00
9261,411,16,46.8,82.93,70.33,2,184,1.0,12.6,12,3,1,2026-02-06 12:00:00
9262,411,16,45.5,74.13,69.26,3,273,1.0,4.87,11,3,1,2026-02-08 09:00:00
9263,411,17,40.0,62.2,68.23,1,96,1.0,-6.03,12,3,1,2026-02-09 07:00:00
9264,412,1,62.7,75.0,75.0,1,114,1.0,0.0,1,1,1,2026-01-19 08:00:00
9265,412,2,89.8,62.7,62.7,1,132,0.0,0.0,2,1,0,2026-01-20 18:00:00
9266,412,3,92.7,76.25,76.25,1,123,1.0,0.0,3,2,0,2026-01-21 01:00:00
9267,412,3,34.1,81.73,81.73,2,236,1.0,0.0,4,2,1,2026-01-21 16:00:00
9268,412,3,40.0,72.2,69.82,3,376,1.0,2.38,5,2,1,2026-01-23 13:00:00
9269,412,4,97.9,55.6,63.86,1,118,1.0,-8.26,6,2,0,2026-01-25 05:00:00
9270,412,5,68.1,57.33,69.53,1,136,1.0,-12.2,7,3,1,2026-01-26 10:00:00
9271,412,6,99.5,68.67,69.33,1,122,1.0,-0.66,8,1,0,2026-01-27 20:00:00
9272,412,6,89.8,88.5,73.1,2,195,1.0,15.4,9,1,0,2026-01-29 18:00:00
9273,412,6,83.7,85.8,74.96,3,331,1.0,10.84,10,1,0,2026-01-30 21:00:00
9274,412,7,46.6,91.0,75.83,1,112,1.0,15.17,11,2,1,2026-01-31 21:00:00
9275,412,7,87.3,73.37,73.17,2,220,1.0,0.19,11,2,0,2026-02-02 15:00:00
9276,412,7,37.0,72.53,74.35,3,335,1.0,-1.82,12,2,1,2026-02-03 10:00:00
9277,412,8,89.6,56.97,71.48,1,103,1.0,-14.51,10,2,0,2026-02-05 02:00:00
9278,412,9,84.8,71.3,72.77,1,114,1.0,-1.47,11,3,0,2026-02-05 12:00:00
9279,412,9,32.1,70.47,73.57,2,212,1.0,-3.11,11,3,1,2026-02-06 16:00:00
9280,412,9,96.7,68.83,70.98,3,347,1.0,-2.15,12,3,0,2026-02-07 04:00:00
9281,412,10,70.4,71.2,72.49,1,107,1.0,-1.29,12,2,0,2026-02-08 14:00:00
9282,412,10,65.7,66.4,72.38,2,209,1.0,-5.98,13,2,1,2026-02-09 08:00:00
9283,412,11,47.7,77.6,72.03,1,91,1.0,5.57,13,1,1,2026-02-10 09:00:00
9284,412,11,73.3,61.27,70.81,2,206,1.0,-9.54,13,1,0,2026-02-12 07:00:00
9285,412,12,77.3,62.23,70.93,1,113,1.0,-8.7,13,2,0,2026-02-13 07:00:00
9286,412,13,38.1,66.1,71.22,1,117,1.0,-5.12,12,2,1,2026-02-15 03:00:00
9287,412,14,54.2,62.9,69.78,1,89,1.0,-6.88,12,3,1,2026-02-17 00:00:00
9288,412,15,79.0,56.53,69.13,1,77,1.0,-12.6,12,2,0,2026-02-17 14:00:00
9289,412,15,87.7,57.1,69.52,2,199,1.0,-12.42,11,2,0,2026-02-19 14:00:00
9290,412,16,34.9,73.63,70.22,1,139,1.0,3.41,10,3,1,2026-02-21 14:00:00
9291,412,17,67.1,67.2,68.91,1,89,0.0,-1.71,9,3,1,2026-02-23 13:00:00
9292,412,17,67.6,63.23,68.85,2,230,0.0,-5.62,9,3,1,2026-02-24 10:00:00
9293,412,17,62.3,56.53,68.81,3,345,0.0,-12.27,10,3,1,2026-02-26 01:00:00
9294,412,18,40.0,65.67,68.59,1,109,0.0,-2.92,9,3,1,2026-02-27 10:00:00
9295,412,18,51.8,56.63,67.67,2,211,0.0,-11.03,10,3,1,2026-02-28 02:00:00
9296,412,18,43.0,51.37,67.17,3,293,0.0,-15.81,11,3,1,2026-02-28 20:00:00
9297,413,1,70.8,75.0,75.0,1,129,1.0,0.0,1,1,0,2026-01-24 19:00:00
9298,413,2,38.4,70.8,70.8,1,94,1.0,0.0,2,1,1,2026-01-25 14:00:00
9299,413,3,66.0,54.6,54.6,1,94,0.0,0.0,3,2,1,2026-01-25 21:00:00
9300,413,3,98.6,58.4,58.4,2,223,0.0,0.0,4,2,0,2026-01-27 09:00:00
9301,413,3,44.0,67.67,68.45,3,295,0.0,-0.78,5,2,1,2026-01-29 04:00:00
9302,413,4,32.1,69.53,63.56,1,79,1.0,5.97,6,2,1,2026-01-29 19:00:00
9303,413,5,95.0,58.23,58.32,1,109,0.0,-0.08,7,3,0,2026-01-31 05:00:00
9304,413,5,68.8,57.03,63.56,2,224,0.0,-6.52,8,3,1,2026-02-02 03:00:00
9305,413,5,40.8,65.3,64.21,3,343,0.0,1.09,9,3,1,2026-02-03 01:00:00
9306,413,6,77.2,68.2,61.61,1,103,1.0,6.59,10,1,0,2026-02-04 19:00:00
9307,413,7,37.9,62.27,63.17,1,160,1.0,-0.9,11,2,1,2026-02-05 14:00:00
9308,413,8,53.7,51.97,60.87,1,105,1.0,-8.91,12,2,1,2026-02-06 00:00:00
9309,413,8,96.9,56.27,60.28,2,210,1.0,-4.01,13,2,0,2026-02-07 01:00:00
9310,413,8,71.6,62.83,63.09,3,304,1.0,-0.26,14,2,0,2026-02-07 11:00:00
9311,413,9,44.7,74.07,63.7,1,112,1.0,10.37,14,3,1,2026-02-08 02:00:00
9312,413,10,72.2,71.07,62.43,1,122,1.0,8.63,14,2,0,2026-02-08 15:00:00
9313,413,11,47.3,62.83,63.04,1,134,0.0,-0.21,14,1,1,2026-02-08 23:00:00
9314,413,11,33.2,54.73,62.12,2,214,0.0,-7.38,14,1,1,2026-02-10 18:00:00
9315,413,11,33.5,50.9,60.51,3,319,0.0,-9.61,15,1,1,2026-02-11 08:00:00
9316,413,12,38.3,38.0,59.09,1,118,0.0,-21.09,15,2,1,2026-02-12 10:00:00
9317,413,12,68.8,35.0,58.05,2,239,0.0,-23.05,16,2,1,2026-02-12 18:00:00
9318,414,1,78.6,75.0,75.0,1,90,1.0,0.0,1,1,0,2026-01-19 22:00:00
9319,414,2,88.7,78.6,78.6,1,100,1.0,0.0,2,1,0,2026-01-20 05:00:00
9320,414,3,70.8,83.65,83.65,1,73,1.0,0.0,3,2,0,2026-01-20 23:00:00
9321,414,4,63.7,79.37,79.37,1,121,1.0,0.0,4,2,1,2026-01-22 21:00:00
9322,414,5,33.1,74.4,75.45,1,109,0.0,-1.05,5,3,1,2026-01-24 13:00:00
9323,414,6,96.2,55.87,66.98,1,63,1.0,-11.11,6,1,0,2026-01-24 23:00:00
9324,414,7,38.0,64.33,71.85,1,68,1.0,-7.52,7,2,1,2026-01-25 11:00:00
9325,414,7,86.9,55.77,67.01,2,137,1.0,-11.25,8,2,0,2026-01-26 20:00:00
9326,414,7,84.8,73.7,69.5,3,240,1.0,4.2,9,2,0,2026-01-28 09:00:00
9327,414,8,79.4,69.9,71.2,1,64,1.0,-1.3,10,2,0,2026-01-29 09:00:00
9328,414,9,56.0,83.7,72.02,1,83,1.0,11.68,11,3,1,2026-01-30 01:00:00
9329,414,9,33.7,73.4,70.56,2,182,1.0,2.84,12,3,1,2026-01-31 20:00:00
9330,414,9,87.5,56.37,67.49,3,270,1.0,-11.12,13,3,0,2026-02-01 03:00:00
9331,414,10,54.8,59.07,69.03,1,95,1.0,-9.96,14,2,1,2026-02-02 14:00:00
9332,415,1,92.9,75.0,75.0,1,68,1.0,0.0,1,1,0,2026-01-19 06:00:00
9333,415,2,82.2,92.9,92.9,1,101,1.0,0.0,2,1,0,2026-01-20 13:00:00
9334,415,3,36.4,87.55,87.55,1,77,1.0,0.0,3,2,1,2026-01-20 18:00:00
9335,415,4,31.9,70.5,70.5,1,83,0.0,0.0,4,2,1,2026-01-22 06:00:00
9336,415,4,80.1,50.17,60.85,2,177,0.0,-10.68,5,2,0,2026-01-23 16:00:00
9337,415,5,57.5,49.47,64.7,1,92,1.0,-15.23,6,3,1,2026-01-24 16:00:00
9338,415,5,87.1,56.5,63.5,2,182,1.0,-7.0,7,3,0,2026-01-25 05:00:00
9339,415,5,81.3,74.9,66.87,3,256,1.0,8.03,8,3,0,2026-01-26 04:00:00
9340,415,6,84.7,75.3,68.68,1,84,1.0,6.62,9,1,0,2026-01-26 16:00:00
9341,415,7,68.5,84.37,70.46,1,90,1.0,13.91,10,2,1,2026-01-28 13:00:00
9342,415,8,87.4,78.17,70.26,1,62,1.0,7.91,11,2,0,2026-01-30 07:00:00
9343,415,9,49.6,80.2,71.82,1,80,1.0,8.38,12,3,1,2026-01-31 03:00:00
9344,415,10,84.0,68.5,69.97,1,97,1.0,-1.47,13,2,0,2026-02-01 05:00:00
9345,415,11,82.5,73.67,71.05,1,64,0.5,2.62,13,1,0,2026-02-03 02:00:00
9346,415,12,70.4,72.03,71.86,1,113,0.5,0.17,12,2,0,2026-02-04 09:00:00
9347,415,13,98.9,78.97,71.77,1,115,1.0,7.2,13,2,0,2026-02-05 02:00:00
9348,415,14,80.2,83.93,73.46,1,65,0.5,10.47,13,3,0,2026-02-06 01:00:00
9349,415,14,52.3,83.17,73.86,2,182,0.5,9.31,13,3,1,2026-02-06 23:00:00
9350,415,14,84.7,77.13,72.66,3,269,0.5,4.47,14,3,0,2026-02-07 03:00:00
9351,415,15,79.0,72.4,73.29,1,98,1.0,-0.89,15,2,0,2026-02-07 08:00:00
9352,415,16,93.4,72.0,73.58,1,80,0.5,-1.58,15,3,0,2026-02-07 22:00:00
9353,416,1,99.3,75.0,75.0,1,108,1.0,0.0,1,1,0,2026-01-07 05:00:00
9354,416,2,77.3,99.3,99.3,1,98,1.0,0.0,2,1,0,2026-01-08 07:00:00
9355,416,3,54.2,88.3,88.3,1,73,1.0,0.0,3,2,1,2026-01-08 21:00:00
9356,416,3,93.7,76.93,76.93,2,139,1.0,0.0,4,2,0,2026-01-09 23:00:00
9357,416,3,80.3,75.07,81.12,3,199,1.0,-6.06,5,2,0,2026-01-10 04:00:00
9358,416,4,64.8,76.07,80.96,1,93,1.0,-4.89,6,2,1,2026-01-12 00:00:00
9359,416,4,90.7,79.6,78.27,2,194,1.0,1.33,7,2,0,2026-01-13 11:00:00
9360,416,5,92.3,78.6,80.04,1,103,1.0,-1.44,8,3,0,2026-01-14 00:00:00
9361,416,6,84.2,82.6,81.58,1,87,1.0,1.03,9,1,0,2026-01-15 14:00:00
9362,416,7,71.8,89.07,81.87,1,66,1.0,7.2,10,2,0,2026-01-17 10:00:00
9363,416,8,45.4,82.77,80.86,1,76,1.0,1.91,11,2,1,2026-01-17 15:00:00
9364,416,9,81.8,67.13,77.64,1,113,0.0,-10.5,12,3,0,2026-01-18 03:00:00
9365,416,10,80.0,66.33,77.98,1,80,1.0,-11.65,13,2,0,2026-01-18 14:00:00
9366,416,11,62.5,69.07,78.14,1,92,1.0,-9.07,14,1,1,2026-01-20 12:00:00
9367,416,12,37.5,74.77,77.02,1,68,0.5,-2.25,14,2,1,2026-01-21 10:00:00
9368,417,1,72.5,75.0,75.0,1,96,1.0,0.0,1,1,0,2026-01-13 09:00:00
9369,417,2,55.5,72.5,72.5,1,80,1.0,0.0,2,1,1,2026-01-14 17:00:00
9370,417,3,81.6,64.0,64.0,1,110,0.0,0.0,3,2,0,2026-01-15 09:00:00
9371,417,4,84.1,69.87,69.87,1,105,1.0,0.0,4,2,0,2026-01-17 03:00:00
9372,417,5,90.9,73.73,73.42,1,80,1.0,0.31,5,3,0,2026-01-19 01:00:00
9373,417,6,82.7,85.53,76.92,1,87,1.0,8.61,6,1,0,2026-01-20 01:00:00
9374,417,7,71.2,85.9,77.88,1,78,1.0,8.02,7,2,0,2026-01-21 19:00:00
9375,417,8,96.1,81.6,76.93,1,61,1.0,4.67,8,2,0,2026-01-22 17:00:00
9376,417,8,94.5,83.33,79.32,2,133,1.0,4.01,9,2,0,2026-01-24 04:00:00
9377,417,9,39.7,87.27,81.01,1,93,1.0,6.26,10,3,1,2026-01-25 14:00:00
9378,417,10,90.8,76.77,76.88,1,96,1.0,-0.11,11,2,0,2026-01-26 03:00:00
9379,417,11,36.6,75.0,78.15,1,92,0.5,-3.15,11,1,1,2026-01-28 03:00:00
9380,417,12,91.1,55.7,74.68,1,83,0.0,-18.98,11,2,0,2026-01-29 04:00:00
9381,417,12,88.0,72.83,75.95,2,191,0.0,-3.11,11,2,0,2026-01-29 17:00:00
9382,417,12,51.4,71.9,76.81,3,282,0.0,-4.91,12,2,1,2026-01-30 13:00:00
9383,417,13,35.7,76.83,75.11,1,104,1.0,1.72,12,2,1,2026-01-31 05:00:00
9384,417,13,42.3,58.37,72.65,2,158,1.0,-14.28,13,2,1,2026-01-31 23:00:00
9385,417,13,70.5,43.13,70.86,3,188,1.0,-27.73,14,2,0,2026-02-01 19:00:00
9386,417,14,72.1,49.5,70.84,1,95,1.0,-21.34,13,3,0,2026-02-03 14:00:00
9387,417,14,69.4,61.63,70.91,2,156,1.0,-9.28,14,3,1,2026-02-04 04:00:00
9388,417,14,61.5,70.67,70.84,3,241,1.0,-0.17,13,3,1,2026-02-05 18:00:00
9389,417,15,73.1,67.67,70.39,1,83,0.0,-2.72,14,2,0,2026-02-06 05:00:00
9390,417,15,71.1,68.0,70.51,2,204,0.0,-2.51,14,2,0,2026-02-07 07:00:00
9391,417,16,61.5,68.57,70.54,1,97,0.5,-1.97,15,3,1,2026-02-08 13:00:00
9392,417,17,68.2,68.57,70.16,1,93,0.0,-1.6,14,3,1,2026-02-10 00:00:00
9393,417,18,48.5,66.93,70.08,1,106,0.0,-3.15,15,3,1,2026-02-10 22:00:00
9394,418,1,86.5,75.0,75.0,1,97,1.0,0.0,1,1,0,2026-01-09 23:00:00
9395,418,2,69.3,86.5,86.5,1,80,1.0,0.0,2,1,1,2026-01-10 19:00:00
9396,418,3,88.6,77.9,77.9,1,111,0.0,0.0,3,2,0,2026-01-11 15:00:00
9397,418,3,80.5,81.47,81.47,2,178,0.0,0.0,4,2,0,2026-01-13 12:00:00
9398,418,3,47.1,79.47,81.22,3,274,0.0,-1.76,5,2,1,2026-01-14 14:00:00
9399,418,4,77.8,72.07,74.4,1,59,1.0,-2.33,6,2,0,2026-01-15 06:00:00
9400,418,5,38.7,68.47,74.97,1,94,1.0,-6.5,7,3,1,2026-01-16 16:00:00
9401,418,6,98.8,54.53,69.79,1,93,1.0,-15.25,8,1,0,2026-01-18 01:00:00
9402,418,7,92.3,71.77,73.41,1,123,1.0,-1.65,9,2,0,2026-01-18 10:00:00
9403,418,7,99.2,76.6,75.51,2,181,1.0,1.09,10,2,0,2026-01-20 04:00:00
